,participant,phase,heartbeat_idreference,b_point_samplereference,multiple-conditions_autoregression,multiple-conditions_linear-interpolation,multiple-conditions_none,second-derivative_autoregression,second-derivative_linear-interpolation,second-derivative_none,straight-line_autoregression,straight-line_linear-interpolation,straight-line_none,third-derivative_autoregression,third-derivative_linear-interpolation,third-derivative_none
1874,GDN0012,TiltDown,36,14362,14374.0,14374.0,14374.0,14381.0,14381.0,14381.0,14384.0,14384.0,14384.0,14390.0,14390.0,14390.0
1875,GDN0012,TiltDown,37,14747,14734.0,14734.0,14734.0,14747.0,14747.0,14747.0,14755.0,14755.0,14755.0,14757.0,14757.0,14757.0
1876,GDN0012,TiltDown,38,15126,15125.0,15125.0,15125.0,15161.0,15161.0,15161.0,15134.0,15134.0,15134.0,15145.0,15143.0,15134.0
1877,GDN0012,TiltDown,39,15523,15519.0,15519.0,15519.0,15519.0,15519.0,15519.0,15526.0,15526.0,15526.0,15527.0,15527.0,15527.0
1878,GDN0012,TiltDown,40,15911,15908.0,15914.0,15891.0,15904.0,15904.0,15904.0,15916.0,15916.0,15916.0,15921.0,15921.0,15921.0
1879,GDN0012,TiltDown,41,16306,16305.0,16305.0,16305.0,16305.0,16305.0,16305.0,16315.0,16315.0,16315.0,16316.0,16316.0,16316.0
1880,GDN0012,TiltDown,42,16727,16726.0,16726.0,16726.0,16727.0,16727.0,16727.0,16734.0,16734.0,16734.0,16737.0,16737.0,16737.0
1881,GDN0012,TiltDown,43,17152,17152.0,17152.0,17152.0,17148.0,17148.0,17148.0,17157.0,17157.0,17157.0,17157.0,17157.0,17157.0
1882,GDN0012,TiltDown,44,17575,17567.0,17567.0,17567.0,17567.0,17567.0,17567.0,17586.0,17586.0,17586.0,17591.0,17591.0,17591.0
1883,GDN0012,TiltDown,45,18009,18009.0,18009.0,18009.0,18005.0,18005.0,18005.0,18025.0,18025.0,18025.0,18028.0,18028.0,18028.0
1884,GDN0012,TiltDown,46,18454,18452.0,18452.0,18452.0,18453.0,18453.0,18453.0,18464.0,18464.0,18464.0,18474.0,18473.0,18461.0
1885,GDN0012,TiltDown,47,18902,18897.0,18897.0,18897.0,18897.0,18897.0,18897.0,18905.0,18905.0,18905.0,18907.0,18907.0,18907.0
1886,GDN0012,TiltDown,48,19289,19274.0,19274.0,19274.0,19288.0,19288.0,19288.0,19297.0,19297.0,19297.0,19296.0,19296.0,19296.0
1887,GDN0012,TiltDown,49,19672,19661.0,19660.0,19640.0,19672.0,19672.0,19672.0,19680.0,19680.0,19680.0,19681.0,19681.0,19681.0
1888,GDN0012,TiltDown,50,20036,20036.0,20036.0,20036.0,20033.0,20033.0,20033.0,20053.0,20053.0,20053.0,20056.0,20056.0,20056.0
1889,GDN0012,TiltDown,51,20401,20415.0,20415.0,20415.0,20416.0,20416.0,20416.0,20422.0,20422.0,20422.0,20428.0,20428.0,20428.0
1890,GDN0012,TiltDown,52,20785,20770.0,20770.0,20770.0,20783.0,20783.0,20783.0,20792.0,20792.0,20792.0,20796.0,20796.0,20796.0
1891,GDN0012,TiltDown,53,21158,21156.0,21156.0,21156.0,21161.0,21166.0,21156.0,21169.0,21169.0,21169.0,21174.0,21167.0,21167.0
1892,GDN0012,TiltDown,54,21568,21544.0,21544.0,21544.0,21567.0,21567.0,21567.0,21572.0,21572.0,21572.0,21575.0,21575.0,21575.0
1893,GDN0012,TiltDown,55,21993,21975.0,21975.0,21975.0,22000.0,22011.0,21975.0,21995.0,21995.0,21995.0,21998.0,21998.0,21998.0
1894,GDN0012,TiltDown,56,22423,22421.0,22421.0,22421.0,22470.0,22470.0,22470.0,22442.0,22442.0,22442.0,22446.0,22446.0,22446.0
1895,GDN0012,TiltDown,57,22861,22860.0,22860.0,22860.0,22892.0,22913.0,22883.0,22887.0,22887.0,22887.0,22882.0,22880.0,22869.0
1896,GDN0012,TiltDown,58,23335,23324.0,23324.0,23324.0,23380.0,23380.0,23380.0,23339.0,23339.0,23339.0,23342.0,23342.0,23342.0
1897,GDN0012,TiltDown,59,23777,23766.0,23766.0,23766.0,23791.0,23812.0,23775.0,23787.0,23787.0,23787.0,23789.0,23789.0,23789.0
1898,GDN0012,TiltDown,60,24211,24211.0,24211.0,24211.0,24226.0,24235.0,24201.0,24230.0,24230.0,24230.0,24239.0,24239.0,24239.0
1899,GDN0012,TiltDown,61,24617,24603.0,24603.0,24603.0,24617.0,24617.0,24617.0,24626.0,24626.0,24626.0,24629.0,24629.0,24629.0
1900,GDN0012,TiltDown,62,25006,24984.0,24984.0,24984.0,24984.0,25000.0,24984.0,25007.0,25007.0,25007.0,25011.0,25011.0,25011.0
1901,GDN0012,TiltDown,63,25392,25390.0,25390.0,25390.0,25391.0,25391.0,25391.0,25396.0,25396.0,25396.0,25398.0,25398.0,25398.0
1902,GDN0012,TiltDown,64,25788,25774.0,25774.0,25774.0,25787.0,25787.0,25787.0,25796.0,25796.0,25796.0,25795.0,25795.0,25795.0
1903,GDN0012,TiltDown,65,26228,26227.0,26227.0,26227.0,26221.0,26221.0,26221.0,26236.0,26236.0,26236.0,26234.0,26234.0,26234.0
1904,GDN0012,TiltDown,66,26691,26690.0,26690.0,26690.0,26687.0,26687.0,26687.0,26695.0,26695.0,26695.0,26697.0,26697.0,26697.0
1905,GDN0012,TiltDown,67,27132,27147.0,27147.0,27147.0,27148.0,27148.0,27148.0,27154.0,27154.0,27154.0,27155.0,27162.0,27132.0
1906,GDN0012,TiltDown,68,27614,27612.0,27612.0,27612.0,27613.0,27613.0,27613.0,27620.0,27620.0,27620.0,27622.0,27622.0,27622.0
1907,GDN0012,TiltDown,69,28045,28045.0,28045.0,28045.0,28064.0,28064.0,28064.0,28049.0,28049.0,28049.0,28049.0,28049.0,28049.0
1908,GDN0012,TiltDown,70,28475,28475.0,28475.0,28475.0,28499.0,28499.0,28499.0,28483.0,28483.0,28483.0,28482.0,28482.0,28482.0
1909,GDN0012,TiltDown,71,28920,28917.0,28917.0,28917.0,28929.0,28917.0,28917.0,28925.0,28925.0,28925.0,28928.0,28928.0,28928.0
1910,GDN0012,TiltDown,72,29364,29372.0,29372.0,29372.0,29392.0,29392.0,29392.0,29382.0,29382.0,29382.0,29399.0,29399.0,29399.0
1911,GDN0012,TiltUp,0,282,285.0,285.0,285.0,281.0,281.0,281.0,284.0,284.0,284.0,287.0,287.0,287.0
1912,GDN0012,TiltUp,1,646,650.0,648.0,645.0,641.0,652.0,641.0,651.0,651.0,651.0,654.0,659.0,647.0
1913,GDN0012,TiltUp,2,1006,1013.0,1012.0,1005.0,1024.0,1024.0,1024.0,1013.0,1017.0,1013.0,1032.0,1032.0,1032.0
1914,GDN0012,TiltUp,3,1369,1368.0,1368.0,1368.0,1364.0,1364.0,1364.0,1372.0,1372.0,1372.0,1375.0,1375.0,1375.0
1915,GDN0012,TiltUp,5,2088,2084.0,2087.0,,2086.0,2086.0,2086.0,2091.0,2091.0,2091.0,2093.0,2093.0,2093.0
1916,GDN0012,TiltUp,6,2447,2446.0,2446.0,2446.0,2445.0,2445.0,2445.0,2451.0,2451.0,2451.0,2452.0,2452.0,2452.0
1917,GDN0012,TiltUp,8,3150,3156.0,3156.0,,3142.0,3150.0,3142.0,3160.0,3160.0,3160.0,3166.0,3166.0,3166.0
1918,GDN0012,TiltUp,9,3496,3495.0,3495.0,3495.0,3491.0,3491.0,3491.0,3499.0,3499.0,3499.0,3502.0,3504.0,3471.0
1919,GDN0012,TiltUp,10,3846,3846.0,3846.0,3846.0,3837.0,3837.0,3837.0,3851.0,3851.0,3851.0,3854.0,3854.0,3854.0
1920,GDN0012,TiltUp,11,4201,4200.0,4200.0,4200.0,4198.0,4198.0,4198.0,4206.0,4206.0,4206.0,4208.0,4208.0,4208.0
1921,GDN0012,TiltUp,13,4932,4934.0,4935.0,,4931.0,4931.0,4931.0,4938.0,4938.0,4938.0,4941.0,4941.0,4941.0
1922,GDN0012,TiltUp,15,5660,5671.0,5674.0,,5667.0,5667.0,5650.0,5674.0,5674.0,5674.0,5680.0,5680.0,5680.0
1923,GDN0012,TiltUp,16,6031,6029.0,6029.0,6029.0,6026.0,6026.0,6026.0,6034.0,6034.0,6034.0,6037.0,6037.0,6037.0
1924,GDN0012,TiltUp,17,6384,6383.0,6383.0,6383.0,6390.0,6396.0,6378.0,6394.0,6394.0,6394.0,6399.0,6399.0,6399.0
1925,GDN0012,TiltUp,18,6763,6755.0,6757.0,6741.0,6789.0,6789.0,6789.0,6760.0,6764.0,6742.0,6765.0,6766.0,6742.0
1926,GDN0012,TiltUp,19,7108,7107.0,7107.0,7107.0,7128.0,7128.0,7128.0,7110.0,7110.0,7110.0,7109.0,7109.0,7109.0
1927,GDN0012,TiltUp,21,7815,7808.0,7812.0,,7847.0,7847.0,7847.0,7818.0,7818.0,7818.0,7818.0,7818.0,7818.0
1928,GDN0012,TiltUp,22,8150,8136.0,8140.0,8130.0,8164.0,8172.0,8149.0,8144.0,8147.0,8133.0,8145.0,8148.0,8132.0
1929,GDN0012,TiltUp,23,8470,8468.0,8468.0,8468.0,8485.0,8495.0,8469.0,8474.0,8474.0,8474.0,8477.0,8477.0,8477.0
1930,GDN0012,TiltUp,24,8785,8794.0,8798.0,8784.0,8821.0,8821.0,8821.0,8798.0,8803.0,8790.0,8800.0,8806.0,8787.0
1931,GDN0012,TiltUp,25,9128,9127.0,9127.0,9127.0,9135.0,9135.0,9123.0,9131.0,9131.0,9131.0,9134.0,9134.0,9134.0
1932,GDN0012,TiltUp,29,10540,10554.0,10553.0,,10581.0,10581.0,10581.0,10553.0,10553.0,10553.0,10563.0,10564.0,10558.0
1933,GDN0012,TiltUp,30,10901,10904.0,10903.0,10901.0,10931.0,10931.0,10931.0,10905.0,10905.0,10905.0,10917.0,10917.0,10902.0
1934,GDN0012,TiltUp,31,11248,11247.0,11247.0,11247.0,11262.0,11267.0,11241.0,11254.0,11254.0,11254.0,11268.0,11268.0,11268.0
1935,GDN0012,TiltUp,32,11589,11597.0,11597.0,11597.0,11603.0,11603.0,11603.0,11595.0,11595.0,11595.0,11611.0,11611.0,11611.0
1936,GDN0012,TiltUp,33,11944,11943.0,11943.0,11943.0,11934.0,11942.0,11934.0,11948.0,11948.0,11948.0,11943.0,11943.0,11943.0
1937,GDN0012,TiltUp,39,13955,13955.0,13955.0,13955.0,13948.0,13948.0,13948.0,13960.0,13960.0,13960.0,13952.0,13950.0,13926.0
1938,GDN0012,TiltUp,40,14264,14263.0,14263.0,14263.0,14262.0,14264.0,14254.0,14270.0,14275.0,14270.0,14274.0,14274.0,14274.0
1939,GDN0012,TiltUp,41,14571,14553.0,14554.0,14541.0,14570.0,14570.0,14570.0,14578.0,14578.0,14578.0,14581.0,14581.0,14581.0
1940,GDN0012,TiltUp,47,16629,16622.0,16620.0,,16665.0,16665.0,16665.0,16633.0,16633.0,16633.0,16631.0,16631.0,16631.0
1941,GDN0012,TiltUp,50,17614,17622.0,17622.0,,17636.0,17644.0,17636.0,17618.0,17618.0,17618.0,17618.0,17618.0,17618.0
1942,GDN0012,TiltUp,51,17974,17974.0,17974.0,17974.0,17996.0,17996.0,17996.0,17978.0,17978.0,17978.0,17978.0,17978.0,17978.0
1943,GDN0012,TiltUp,53,18734,18739.0,18741.0,,18762.0,18762.0,18762.0,18743.0,18743.0,18738.0,18739.0,18739.0,18739.0
1944,GDN0012,TiltUp,54,19121,19131.0,19131.0,19131.0,19145.0,19148.0,19132.0,19136.0,19136.0,19136.0,19140.0,19140.0,19140.0
1945,GDN0012,TiltUp,55,19530,19512.0,19514.0,19498.0,19529.0,19529.0,19529.0,19534.0,19534.0,19534.0,19516.0,19522.0,19497.0
1946,GDN0012,TiltUp,56,19893,19898.0,19901.0,19892.0,19914.0,19920.0,19885.0,19912.0,19912.0,19912.0,19903.0,19909.0,19866.0
1947,GDN0012,TiltUp,57,20276,20276.0,20276.0,20276.0,20295.0,20295.0,20295.0,20284.0,20283.0,20279.0,20278.0,20278.0,20278.0
1948,GDN0012,TiltUp,59,21009,20985.0,20986.0,,21005.0,21005.0,21005.0,21011.0,21011.0,21011.0,21014.0,21014.0,21014.0
1949,GDN0012,TiltUp,61,21665,21652.0,21654.0,,21662.0,21662.0,21662.0,21672.0,21672.0,21672.0,21656.0,21661.0,21640.0
1950,GDN0012,TiltUp,62,22005,22017.0,22018.0,22005.0,22020.0,22023.0,21998.0,22029.0,22032.0,22010.0,22019.0,22019.0,22008.0
1951,GDN0012,TiltUp,63,22373,22373.0,22373.0,22373.0,22368.0,22368.0,22368.0,22376.0,22376.0,22376.0,22361.0,22362.0,22344.0
1952,GDN0012,TiltUp,64,22739,22739.0,22739.0,22739.0,22732.0,22732.0,22732.0,22745.0,22745.0,22745.0,22745.0,22745.0,22745.0
1953,GDN0012,TiltUp,65,23128,23127.0,23127.0,23127.0,23122.0,23122.0,23122.0,23131.0,23131.0,23131.0,23130.0,23130.0,23130.0
1954,GDN0012,TiltUp,68,24288,24274.0,24274.0,,24283.0,24283.0,24283.0,24290.0,24290.0,24290.0,24292.0,24292.0,24292.0
1955,GDN0012,TiltUp,69,24635,24638.0,24638.0,24635.0,24652.0,24660.0,24630.0,24654.0,24654.0,24654.0,24667.0,24667.0,24667.0
1956,GDN0012,TiltUp,70,24986,24999.0,25000.0,24985.0,25032.0,25032.0,25032.0,25015.0,25015.0,25005.0,25022.0,25024.0,25010.0
1957,GDN0012,TiltUp,71,25334,25345.0,25345.0,25345.0,25353.0,25353.0,25353.0,25356.0,25356.0,25356.0,25360.0,25360.0,25360.0
1958,GDN0012,TiltUp,72,25701,25700.0,25700.0,25700.0,25697.0,25697.0,25697.0,25704.0,25704.0,25704.0,25706.0,25706.0,25706.0
1959,GDN0012,TiltUp,74,26387,26390.0,26389.0,,26392.0,26394.0,26376.0,26402.0,26402.0,26402.0,26407.0,26407.0,26407.0
1960,GDN0012,TiltUp,75,26765,26752.0,26752.0,26745.0,26765.0,26765.0,26765.0,26761.0,26763.0,26748.0,26759.0,26763.0,26747.0
1961,GDN0012,TiltUp,77,27468,27471.0,27472.0,,27474.0,27471.0,27460.0,27481.0,27481.0,27481.0,27478.0,27479.0,27439.0
1962,GDN0012,TiltUp,78,27814,27814.0,27814.0,27814.0,27809.0,27809.0,27809.0,27818.0,27818.0,27818.0,27820.0,27820.0,27820.0
1963,GDN0012,TiltUp,79,28157,28146.0,28148.0,28131.0,28153.0,28153.0,28153.0,28161.0,28161.0,28161.0,28162.0,28162.0,28162.0
1964,GDN0012,TiltUp,80,28499,28485.0,28485.0,28485.0,28499.0,28499.0,28499.0,28486.0,28486.0,28476.0,28506.0,28506.0,28506.0
1965,GDN0012,Valsalva,0,336,311.0,311.0,311.0,355.0,355.0,355.0,317.0,317.0,317.0,317.0,317.0,317.0
1966,GDN0012,Valsalva,1,709,723.0,724.0,708.0,764.0,764.0,764.0,733.0,733.0,733.0,737.0,737.0,737.0
1967,GDN0012,Valsalva,2,1091,1105.0,1105.0,1105.0,1105.0,1105.0,1105.0,1109.0,1109.0,1109.0,1106.0,1111.0,1091.0
1968,GDN0012,Valsalva,3,1475,1474.0,1474.0,1474.0,1471.0,1471.0,1471.0,1482.0,1482.0,1482.0,1479.0,1479.0,1479.0
1969,GDN0012,Valsalva,4,1821,1831.0,1834.0,1821.0,1840.0,1840.0,1840.0,1834.0,1840.0,1823.0,1834.0,1840.0,1822.0
1970,GDN0012,Valsalva,5,2183,2183.0,2183.0,2183.0,2180.0,2180.0,2180.0,2186.0,2186.0,2186.0,2188.0,2188.0,2188.0
1971,GDN0012,Valsalva,7,2918,2926.0,2933.0,,2943.0,2943.0,2943.0,2920.0,2920.0,2920.0,2921.0,2921.0,2921.0
1972,GDN0012,Valsalva,13,5155,5153.0,5160.0,,5149.0,5149.0,5149.0,5158.0,5158.0,5158.0,5158.0,5171.0,5158.0
1973,GDN0012,Valsalva,14,5535,5534.0,5534.0,5534.0,5551.0,5551.0,5551.0,5543.0,5543.0,5543.0,5560.0,5560.0,5560.0
1974,GDN0012,Valsalva,15,5909,5918.0,5922.0,5909.0,5949.0,5949.0,5949.0,5923.0,5923.0,5923.0,5933.0,5952.0,5907.0
1975,GDN0012,Valsalva,16,6290,6289.0,6289.0,6289.0,6314.0,6314.0,6314.0,6296.0,6296.0,6296.0,6321.0,6321.0,6321.0
1976,GDN0012,Valsalva,17,6643,6642.0,6642.0,6642.0,6638.0,6638.0,6638.0,6648.0,6648.0,6648.0,6651.0,6651.0,6651.0
1977,GDN0012,Valsalva,18,6975,6974.0,6974.0,6974.0,7013.0,7013.0,7013.0,6985.0,6986.0,6978.0,6990.0,6988.0,6977.0
1978,GDN0012,Valsalva,19,7304,7303.0,7303.0,7303.0,7299.0,7299.0,7299.0,7307.0,7307.0,7307.0,7308.0,7308.0,7308.0
1979,GDN0012,Valsalva,20,7619,7614.0,7614.0,7614.0,7615.0,7615.0,7615.0,7625.0,7626.0,7620.0,7623.0,7623.0,7623.0
1980,GDN0012,Valsalva,21,7940,7939.0,7939.0,7939.0,7958.0,7958.0,7958.0,7943.0,7943.0,7943.0,7943.0,7943.0,7943.0
1981,GDN0012,Valsalva,22,8278,8276.0,8276.0,8276.0,8277.0,8277.0,8277.0,8282.0,8282.0,8282.0,8285.0,8285.0,8285.0
1982,GDN0012,Valsalva,23,8651,8642.0,8647.0,,8647.0,8647.0,8647.0,8658.0,8658.0,8658.0,8661.0,8661.0,8661.0
1983,GDN0012,Valsalva,24,9126,9125.0,9125.0,9125.0,9114.0,9114.0,9114.0,9134.0,9134.0,9134.0,9137.0,9137.0,9137.0
1984,GDN0012,Valsalva,25,9583,9590.0,9594.0,9582.0,9574.0,9574.0,9574.0,9601.0,9601.0,9592.0,9596.0,9596.0,9596.0
1985,GDN0012,Valsalva,26,10083,10082.0,10082.0,10082.0,10079.0,10079.0,10079.0,10087.0,10087.0,10087.0,10087.0,10087.0,10087.0
1986,GDN0012,Valsalva,27,10595,10594.0,10594.0,10594.0,10588.0,10588.0,10588.0,10599.0,10604.0,10599.0,10600.0,10600.0,10600.0
1987,GDN0012,Valsalva,28,11080,11079.0,11079.0,11079.0,11106.0,11106.0,11106.0,11085.0,11085.0,11085.0,11084.0,11084.0,11084.0
1988,GDN0012,Valsalva,29,11580,11579.0,11579.0,11579.0,11577.0,11577.0,11577.0,11583.0,11583.0,11583.0,11585.0,11585.0,11585.0
1989,GDN0012,Valsalva,30,12051,12050.0,12050.0,12050.0,12049.0,12049.0,12049.0,12056.0,12056.0,12056.0,12058.0,12058.0,12058.0
1990,GDN0012,Valsalva,31,12513,12512.0,12512.0,12512.0,12506.0,12506.0,12506.0,12521.0,12521.0,12521.0,12525.0,12525.0,12525.0
1991,GDN0012,Valsalva,32,12948,12947.0,12947.0,12947.0,12948.0,12948.0,12948.0,12958.0,12958.0,12958.0,12961.0,12961.0,12961.0
1992,GDN0012,Valsalva,33,13378,13378.0,13378.0,13378.0,13375.0,13375.0,13375.0,13384.0,13384.0,13384.0,13384.0,13384.0,13384.0
1993,GDN0012,Valsalva,34,13797,13796.0,13809.0,13796.0,13790.0,13790.0,13790.0,13813.0,13813.0,13813.0,13818.0,13818.0,13818.0
1994,GDN0012,Valsalva,35,14259,14258.0,14258.0,14258.0,14254.0,14254.0,14254.0,14263.0,14263.0,14263.0,14263.0,14263.0,14263.0
1995,GDN0012,Valsalva,36,14737,14730.0,14733.0,14706.0,14766.0,14766.0,14766.0,14743.0,14743.0,14743.0,14744.0,14744.0,14744.0
1996,GDN0012,Valsalva,37,15245,15245.0,15254.0,15245.0,15286.0,15286.0,15286.0,15264.0,15264.0,15264.0,15292.0,15292.0,15292.0
1997,GDN0012,Valsalva,38,15746,15746.0,15746.0,15746.0,15739.0,15739.0,15739.0,15752.0,15752.0,15752.0,15749.0,15749.0,15749.0
1998,GDN0012,Valsalva,39,16247,16246.0,16246.0,16246.0,16244.0,16244.0,16244.0,16251.0,16251.0,16251.0,16253.0,16253.0,16253.0
1999,GDN0012,Valsalva,40,16725,16725.0,16725.0,16725.0,16760.0,16760.0,16760.0,16735.0,16735.0,16735.0,16739.0,16739.0,16739.0
2000,GDN0012,Valsalva,41,17184,17182.0,17182.0,17182.0,17209.0,17209.0,17209.0,17191.0,17191.0,17191.0,17192.0,17192.0,17192.0
2001,GDN0012,Valsalva,42,17639,17633.0,17633.0,17633.0,17634.0,17634.0,17634.0,17646.0,17646.0,17646.0,17648.0,17648.0,17648.0
2002,GDN0012,Valsalva,43,18069,18092.0,18089.0,18079.0,18089.0,18089.0,18089.0,18100.0,18100.0,18100.0,18105.0,18105.0,18105.0
2003,GDN0012,Valsalva,44,18573,18573.0,18573.0,18573.0,18610.0,18610.0,18610.0,18583.0,18582.0,18578.0,18577.0,18577.0,18577.0
2004,GDN0012,Valsalva,45,19060,19060.0,19060.0,19060.0,19085.0,19085.0,19085.0,19066.0,19066.0,19066.0,19066.0,19066.0,19066.0
2005,GDN0012,Valsalva,46,19547,19547.0,19547.0,19547.0,19545.0,19545.0,19545.0,19554.0,19554.0,19554.0,19555.0,19555.0,19555.0
2006,GDN0012,Valsalva,47,20037,20034.0,20034.0,20034.0,20034.0,20034.0,20034.0,20040.0,20040.0,20040.0,20043.0,20043.0,20043.0
2007,GDN0012,Valsalva,48,20479,20471.0,20476.0,20458.0,20479.0,20479.0,20479.0,20490.0,20490.0,20490.0,20492.0,20492.0,20492.0
2008,GDN0012,Valsalva,49,20920,20919.0,20923.0,20919.0,20912.0,20912.0,20912.0,20935.0,20935.0,20935.0,20938.0,20938.0,20938.0
2009,GDN0012,Valsalva,50,21377,21369.0,21369.0,21359.0,21373.0,21373.0,21373.0,21381.0,21381.0,21381.0,21383.0,21383.0,21383.0
2010,GDN0012,Valsalva,51,21834,21832.0,21832.0,21832.0,21833.0,21833.0,21833.0,21844.0,21844.0,21844.0,21852.0,21852.0,21852.0
2011,GDN0012,Valsalva,52,22325,22324.0,22324.0,22324.0,22319.0,22319.0,22319.0,22336.0,22336.0,22331.0,22331.0,22331.0,22331.0
2012,GDN0012,Valsalva,53,22801,22817.0,22817.0,22817.0,22817.0,22817.0,22817.0,22822.0,22822.0,22822.0,22824.0,22820.0,22801.0
2013,GDN0012,Valsalva,54,23302,23301.0,23301.0,23301.0,23301.0,23301.0,23301.0,23309.0,23309.0,23309.0,23310.0,23310.0,23310.0
2014,GDN0012,Valsalva,55,23781,23780.0,23780.0,23780.0,23780.0,23780.0,23780.0,23788.0,23788.0,23788.0,23792.0,23792.0,23792.0
2015,GDN0012,Valsalva,56,24241,24227.0,24227.0,24227.0,24236.0,24236.0,24236.0,24244.0,24244.0,24244.0,24247.0,24247.0,24247.0
2016,GDN0012,Valsalva,57,24685,24680.0,24676.0,24671.0,24714.0,24714.0,24714.0,24691.0,24691.0,24691.0,24693.0,24693.0,24693.0
2017,GDN0012,Valsalva,58,25139,25139.0,25145.0,25139.0,25184.0,25184.0,25184.0,25153.0,25153.0,25153.0,25161.0,25161.0,25161.0
2018,GDN0012,Valsalva,59,25615,25614.0,25614.0,25614.0,25610.0,25610.0,25610.0,25622.0,25622.0,25622.0,25621.0,25621.0,25621.0
2019,GDN0012,Valsalva,60,26086,26085.0,26085.0,26085.0,26097.0,26106.0,26079.0,26093.0,26093.0,26093.0,26102.0,26098.0,26087.0
2020,GDN0012,Valsalva,62,26974,26969.0,26972.0,26958.0,26989.0,26989.0,26989.0,26995.0,26995.0,26995.0,26999.0,26999.0,26999.0
2021,GDN0012,Valsalva,64,27796,27775.0,27775.0,27775.0,27795.0,27795.0,27795.0,27802.0,27802.0,27802.0,27805.0,27805.0,27805.0
2022,GDN0012,Valsalva,65,28205,28204.0,28204.0,28204.0,28204.0,28204.0,28204.0,28214.0,28221.0,28209.0,28212.0,28219.0,28188.0
2023,GDN0012,Valsalva,66,28672,28651.0,28651.0,28651.0,28671.0,28671.0,28671.0,28660.0,28663.0,28654.0,28654.0,28654.0,28654.0
2024,GDN0012,Valsalva,67,29121,29116.0,29118.0,29096.0,29120.0,29120.0,29120.0,29127.0,29127.0,29127.0,29129.0,29129.0,29129.0
2025,GDN0012,Valsalva,68,29573,29571.0,29571.0,29571.0,29572.0,29572.0,29572.0,29579.0,29579.0,29579.0,29555.0,29555.0,29555.0
2026,GDN0013,HoldingBreath,0,356,295.0,295.0,295.0,351.0,351.0,351.0,364.0,364.0,364.0,371.0,371.0,371.0
2027,GDN0013,HoldingBreath,1,774,695.0,695.0,695.0,773.0,773.0,773.0,756.0,772.0,756.0,775.0,777.0,755.0
2028,GDN0013,HoldingBreath,2,1178,1095.0,1095.0,1095.0,1178.0,1178.0,1178.0,1183.0,1183.0,1183.0,1186.0,1186.0,1186.0
2029,GDN0013,HoldingBreath,3,1600,1519.0,1519.0,1519.0,1597.0,1597.0,1597.0,1603.0,1619.0,1603.0,1618.0,1625.0,1604.0
2030,GDN0013,HoldingBreath,4,2032,1943.0,1943.0,1943.0,2021.0,2021.0,2021.0,2046.0,2046.0,2046.0,2054.0,2054.0,2054.0
2031,GDN0013,HoldingBreath,6,2885,2789.0,2779.0,,2882.0,2882.0,2882.0,2888.0,2888.0,2888.0,2890.0,2890.0,2890.0
2032,GDN0013,HoldingBreath,7,3314,3239.0,3239.0,3239.0,3357.0,3357.0,3357.0,3337.0,3343.0,3316.0,3337.0,3342.0,3315.0
2033,GDN0013,HoldingBreath,8,3768,3708.0,3708.0,3708.0,3764.0,3764.0,3764.0,3774.0,3774.0,3774.0,3771.0,3771.0,3771.0
2034,GDN0013,HoldingBreath,9,4215,4141.0,4141.0,4141.0,4228.0,4228.0,4228.0,4220.0,4220.0,4220.0,4217.0,4217.0,4217.0
2035,GDN0013,HoldingBreath,11,5101,5027.0,5021.0,,5096.0,5096.0,5096.0,5105.0,5105.0,5105.0,5106.0,5106.0,5106.0
2036,GDN0013,HoldingBreath,12,5535,5473.0,5473.0,5473.0,5534.0,5534.0,5534.0,5558.0,5558.0,5558.0,5563.0,5563.0,5563.0
2037,GDN0013,HoldingBreath,13,5995,5928.0,5928.0,5928.0,5988.0,5988.0,5988.0,6011.0,6011.0,6011.0,6015.0,6015.0,6015.0
2038,GDN0013,HoldingBreath,14,6464,6394.0,6394.0,6394.0,6484.0,6484.0,6484.0,6467.0,6475.0,6467.0,6465.0,6478.0,6465.0
2039,GDN0013,HoldingBreath,15,6927,6871.0,6871.0,6871.0,6925.0,6925.0,6925.0,6933.0,6933.0,6933.0,6935.0,6935.0,6935.0
2040,GDN0013,HoldingBreath,16,7402,7316.0,7316.0,7316.0,7398.0,7398.0,7398.0,7404.0,7404.0,7404.0,7407.0,7407.0,7407.0
2041,GDN0013,HoldingBreath,18,8241,8190.0,8190.0,8190.0,8235.0,8235.0,8235.0,8250.0,8250.0,8250.0,8241.0,8241.0,8241.0
2042,GDN0013,HoldingBreath,19,8625,8624.0,8624.0,8624.0,8670.0,8670.0,8670.0,8683.0,8683.0,8683.0,8675.0,8682.0,8644.0
2043,GDN0013,HoldingBreath,20,9114,9079.0,9079.0,9079.0,9114.0,9114.0,9114.0,9123.0,9123.0,9123.0,9125.0,9125.0,9125.0
2044,GDN0013,HoldingBreath,21,9533,9498.0,9498.0,9498.0,9555.0,9555.0,9555.0,9546.0,9546.0,9546.0,9564.0,9564.0,9564.0
2045,GDN0013,HoldingBreath,23,10390,10321.0,10321.0,10321.0,10379.0,10379.0,10379.0,10392.0,10392.0,10392.0,10390.0,10390.0,10390.0
2046,GDN0013,HoldingBreath,26,11676,11623.0,11623.0,11623.0,11675.0,11675.0,11675.0,11675.0,11674.0,11649.0,11669.0,11668.0,11650.0
2047,GDN0013,HoldingBreath,27,12128,12109.0,12109.0,12109.0,12148.0,12148.0,12148.0,12138.0,12145.0,12138.0,12138.0,12142.0,12106.0
