,participant,phase,heartbeat_idreference,b_point_samplereference,multiple-conditions_autoregression,multiple-conditions_linear-interpolation,multiple-conditions_none,second-derivative_autoregression,second-derivative_linear-interpolation,second-derivative_none,straight-line_autoregression,straight-line_linear-interpolation,straight-line_none,third-derivative_autoregression,third-derivative_linear-interpolation,third-derivative_none
1475,GDN0011,Pause,25,27288.0,27260.0,27282.0,27184.0,27288.0,27288.0,27288.0,27298.0,27298.0,27298.0,27304.0,27304.0,27304.0
1476,GDN0011,Pause,26,28286.0,28286.0,28286.0,28286.0,28334.0,28334.0,28334.0,28340.0,28348.0,28316.0,28352.0,28352.0,28352.0
1477,GDN0011,Pause,27,29380.0,29378.0,29378.0,29378.0,29380.0,29380.0,29380.0,29418.0,29418.0,29418.0,29420.0,29440.0,29346.0
1478,GDN0011,Pause,28,30428.0,30426.0,30426.0,30426.0,30416.0,30416.0,30416.0,30448.0,30448.0,30448.0,30482.0,30482.0,30482.0
1479,GDN0011,Pause,29,31542.0,31542.0,31542.0,31542.0,31526.0,31526.0,31526.0,31578.0,31578.0,31578.0,31616.0,31616.0,31616.0
1480,GDN0011,Pause,30,32590.0,32588.0,32588.0,32588.0,32590.0,32590.0,32590.0,32610.0,32610.0,32610.0,32620.0,32620.0,32620.0
1481,GDN0011,Pause,31,33532.0,33566.0,33566.0,33566.0,33566.0,33566.0,33566.0,33598.0,33598.0,33598.0,33618.0,33618.0,33618.0
1482,GDN0011,Pause,32,34678.0,34656.0,34656.0,34656.0,34678.0,34678.0,34678.0,34692.0,34692.0,34692.0,34696.0,34696.0,34696.0
1483,GDN0011,Pause,33,35662.0,35660.0,35660.0,35660.0,35656.0,35656.0,35656.0,35674.0,35674.0,35674.0,35696.0,35696.0,35696.0
1484,GDN0011,Pause,34,36542.0,36622.0,36622.0,36622.0,36592.0,36592.0,36592.0,36550.0,36550.0,36550.0,36550.0,36550.0,36550.0
1485,GDN0011,Pause,35,37412.0,37426.0,37416.0,37340.0,37404.0,37404.0,37404.0,37422.0,37422.0,37422.0,37420.0,37420.0,37420.0
1486,GDN0011,Pause,36,38360.0,38332.0,38356.0,38286.0,38358.0,38358.0,38358.0,38380.0,38380.0,38380.0,38392.0,38392.0,38392.0
1487,GDN0011,Pause,37,39230.0,39262.0,39262.0,39262.0,39330.0,39330.0,39330.0,39272.0,39272.0,39272.0,39282.0,39282.0,39282.0
1488,GDN0011,Pause,38,40304.0,40302.0,40302.0,40302.0,40288.0,40346.0,40288.0,40348.0,40348.0,40348.0,40366.0,40366.0,40366.0
1489,GDN0011,Pause,39,41470.0,41470.0,41470.0,41470.0,41448.0,41488.0,41448.0,41504.0,41504.0,41504.0,41518.0,41518.0,41518.0
1490,GDN0011,Pause,40,42476.0,42466.0,42462.0,,42462.0,42462.0,42462.0,42486.0,42486.0,42486.0,42482.0,42482.0,42482.0
1491,GDN0011,Pause,41,43532.0,43530.0,43530.0,43530.0,43568.0,43568.0,43568.0,43538.0,43538.0,43538.0,43538.0,43538.0,43538.0
1492,GDN0011,Pause,42,44632.0,44632.0,44632.0,44632.0,44622.0,44622.0,44622.0,44640.0,44640.0,44640.0,44640.0,44640.0,44640.0
1493,GDN0011,Pause,43,45552.0,45644.0,45644.0,45644.0,45532.0,45532.0,45532.0,45578.0,45578.0,45578.0,45580.0,45580.0,45580.0
1494,GDN0011,Pause,44,46642.0,46724.0,46722.0,46642.0,46630.0,46660.0,46630.0,46678.0,46678.0,46678.0,46682.0,46682.0,46682.0
1495,GDN0011,Pause,45,47746.0,47780.0,47744.0,47744.0,47738.0,47738.0,47738.0,47758.0,47758.0,47758.0,47756.0,47756.0,47756.0
1496,GDN0011,Pause,46,48640.0,48740.0,48740.0,48740.0,48704.0,48704.0,48704.0,48650.0,48650.0,48650.0,48654.0,48654.0,48654.0
1497,GDN0011,Pause,47,49700.0,49756.0,49698.0,49698.0,49692.0,49762.0,49692.0,49724.0,49724.0,49724.0,49758.0,49758.0,49758.0
1498,GDN0011,Pause,48,50812.0,50844.0,50844.0,50844.0,50844.0,50844.0,50844.0,50826.0,50826.0,50826.0,50810.0,50810.0,50810.0
1499,GDN0011,Pause,49,51726.0,51758.0,51744.0,51678.0,51818.0,51818.0,51818.0,51752.0,51752.0,51752.0,51760.0,51760.0,51760.0
1500,GDN0011,Pause,50,52838.0,52836.0,52836.0,52836.0,52888.0,52888.0,52888.0,52856.0,52856.0,52856.0,52858.0,52858.0,52858.0
1501,GDN0011,Pause,51,53956.0,53954.0,53954.0,53954.0,53956.0,53956.0,53956.0,53970.0,53970.0,53970.0,53974.0,53974.0,53974.0
1502,GDN0011,Pause,52,54932.0,54928.0,54892.0,54892.0,54930.0,54930.0,54930.0,54948.0,54948.0,54948.0,54948.0,54948.0,54948.0
1503,GDN0011,Pause,53,55876.0,55968.0,55968.0,55968.0,55874.0,55874.0,55874.0,55914.0,55914.0,55914.0,55924.0,55924.0,55924.0
1504,GDN0011,Pause,54,57060.0,57058.0,57058.0,57058.0,57098.0,57098.0,57098.0,57066.0,57066.0,57066.0,57064.0,57064.0,57064.0
1505,GDN0011,Pause,55,58102.0,58102.0,58102.0,58102.0,58154.0,58162.0,58090.0,58140.0,58140.0,58140.0,58152.0,58152.0,58152.0
1506,GDN0011,Pause,56,59066.0,59026.0,59026.0,59026.0,59112.0,59112.0,59112.0,59072.0,59072.0,59072.0,59072.0,59072.0,59072.0
1507,GDN0011,TiltDown,0,1252.0,1096.0,1096.0,1096.0,1252.0,1252.0,1252.0,1270.0,1270.0,1270.0,1272.0,1272.0,1272.0
1508,GDN0011,TiltDown,1,2122.0,2052.0,2052.0,2052.0,2120.0,2120.0,2120.0,2134.0,2134.0,2134.0,2140.0,2140.0,2140.0
1509,GDN0011,TiltDown,2,3012.0,3008.0,3008.0,3008.0,3010.0,3010.0,3010.0,3024.0,3024.0,3024.0,3022.0,3022.0,3022.0
1510,GDN0011,TiltDown,3,4026.0,4026.0,4026.0,4026.0,4022.0,4022.0,4022.0,4042.0,4042.0,4042.0,4040.0,4040.0,4040.0
1511,GDN0011,TiltDown,5,6078.0,6096.0,6088.0,6078.0,6072.0,6072.0,6072.0,6088.0,6088.0,6088.0,6088.0,6088.0,6088.0
1512,GDN0011,TiltDown,6,7178.0,7210.0,7196.0,7176.0,7144.0,7144.0,7144.0,7212.0,7212.0,7212.0,7228.0,7228.0,7228.0
1513,GDN0011,TiltDown,7,8164.0,8162.0,8162.0,8162.0,8154.0,8154.0,8154.0,8172.0,8172.0,8172.0,8170.0,8170.0,8170.0
1514,GDN0011,TiltDown,8,9218.0,9234.0,9234.0,9172.0,9154.0,9154.0,9154.0,9232.0,9232.0,9232.0,9238.0,9238.0,9238.0
1515,GDN0011,TiltDown,9,10236.0,10236.0,10236.0,10236.0,10232.0,10232.0,10232.0,10248.0,10248.0,10248.0,10248.0,10248.0,10248.0
1516,GDN0011,TiltDown,10,11096.0,11096.0,11096.0,11096.0,11090.0,11090.0,11090.0,11130.0,11130.0,11130.0,11130.0,11142.0,11056.0
1517,GDN0011,TiltDown,11,11956.0,11962.0,11964.0,11928.0,12006.0,12006.0,12006.0,11996.0,11996.0,11978.0,12020.0,12020.0,12020.0
1518,GDN0011,TiltDown,12,12982.0,12982.0,12982.0,12982.0,12968.0,12968.0,12968.0,13012.0,13012.0,13012.0,13026.0,13026.0,13026.0
1519,GDN0011,TiltDown,13,14072.0,14072.0,14072.0,14072.0,14054.0,14054.0,14054.0,14104.0,14104.0,14104.0,14110.0,14110.0,14110.0
1520,GDN0011,TiltDown,14,15084.0,15082.0,15082.0,15082.0,15162.0,15162.0,15162.0,15100.0,15100.0,15100.0,15104.0,15110.0,15048.0
1521,GDN0011,TiltDown,15,16250.0,16248.0,16248.0,16248.0,16290.0,16290.0,16290.0,16260.0,16260.0,16260.0,16262.0,16262.0,16262.0
1522,GDN0011,TiltDown,16,17290.0,17282.0,17282.0,17282.0,17282.0,17282.0,17282.0,17302.0,17302.0,17302.0,17306.0,17306.0,17306.0
1523,GDN0011,TiltDown,17,18262.0,18266.0,18266.0,18216.0,18258.0,18258.0,18258.0,18284.0,18284.0,18284.0,18290.0,18290.0,18290.0
1524,GDN0011,TiltDown,18,19002.0,19024.0,19024.0,19024.0,19050.0,19050.0,19050.0,19042.0,19052.0,19014.0,19068.0,19054.0,19008.0
1525,GDN0011,TiltDown,19,20348.0,20348.0,20348.0,20348.0,20332.0,20332.0,20332.0,20358.0,20358.0,20358.0,20356.0,20356.0,20356.0
1526,GDN0011,TiltDown,20,21328.0,21326.0,21324.0,21266.0,21328.0,21328.0,21328.0,21360.0,21360.0,21360.0,21378.0,21378.0,21378.0
1527,GDN0011,TiltDown,21,22348.0,22346.0,22346.0,22346.0,22334.0,22334.0,22334.0,22374.0,22374.0,22374.0,22422.0,22422.0,22422.0
1528,GDN0011,TiltDown,22,23368.0,23366.0,23366.0,23366.0,23350.0,23350.0,23350.0,23398.0,23398.0,23398.0,23404.0,23404.0,23404.0
1529,GDN0011,TiltDown,23,24364.0,24344.0,24344.0,24344.0,24364.0,24364.0,24364.0,24374.0,24374.0,24374.0,24382.0,24382.0,24382.0
1530,GDN0011,TiltDown,24,25428.0,25426.0,25426.0,25426.0,25428.0,25428.0,25428.0,25442.0,25442.0,25442.0,25446.0,25446.0,25446.0
1531,GDN0011,TiltDown,25,26480.0,26480.0,26480.0,26480.0,26464.0,26464.0,26464.0,26490.0,26490.0,26490.0,26480.0,26480.0,26480.0
1532,GDN0011,TiltDown,26,27486.0,27512.0,27512.0,27512.0,27514.0,27514.0,27514.0,27502.0,27502.0,27502.0,27490.0,27490.0,27490.0
1533,GDN0011,TiltDown,27,28642.0,28642.0,28642.0,28642.0,28630.0,28630.0,28630.0,28652.0,28652.0,28652.0,28652.0,28652.0,28652.0
1534,GDN0011,TiltDown,28,29766.0,29754.0,29754.0,29754.0,29756.0,29756.0,29756.0,29768.0,29768.0,29768.0,29776.0,29776.0,29776.0
1535,GDN0011,TiltDown,29,30794.0,30792.0,30792.0,30792.0,30784.0,30784.0,30784.0,30802.0,30802.0,30802.0,30802.0,30802.0,30802.0
1536,GDN0011,TiltDown,30,31904.0,31916.0,31918.0,31902.0,31942.0,31942.0,31942.0,31948.0,31948.0,31948.0,31958.0,31958.0,31958.0
1537,GDN0011,TiltDown,31,32958.0,32958.0,32958.0,32958.0,32946.0,32946.0,32946.0,32978.0,32978.0,32978.0,33000.0,33000.0,33000.0
1538,GDN0011,TiltDown,32,33932.0,33928.0,33928.0,33928.0,33930.0,33930.0,33930.0,33942.0,33942.0,33942.0,33944.0,33944.0,33944.0
1539,GDN0011,TiltDown,33,34930.0,34956.0,34950.0,34926.0,34926.0,34926.0,34926.0,34958.0,34958.0,34958.0,34966.0,34968.0,34892.0
1540,GDN0011,TiltDown,34,35956.0,35954.0,35954.0,35954.0,35954.0,35954.0,35954.0,35976.0,35976.0,35976.0,35974.0,35974.0,35974.0
1541,GDN0011,TiltDown,35,36866.0,36864.0,36864.0,36864.0,36858.0,36858.0,36858.0,36878.0,36878.0,36878.0,36876.0,36876.0,36876.0
1542,GDN0011,TiltDown,36,37838.0,37836.0,37836.0,37836.0,37830.0,37830.0,37830.0,37850.0,37850.0,37850.0,37848.0,37848.0,37848.0
1543,GDN0011,TiltDown,37,38880.0,38898.0,38898.0,38898.0,38916.0,38916.0,38916.0,38932.0,38932.0,38932.0,38940.0,38940.0,38940.0
1544,GDN0011,TiltDown,38,39958.0,39956.0,39956.0,39956.0,39944.0,39944.0,39944.0,39966.0,39966.0,39966.0,39974.0,39974.0,39974.0
1545,GDN0011,TiltDown,39,40922.0,40922.0,40920.0,40896.0,40888.0,40888.0,40888.0,40932.0,40932.0,40932.0,40934.0,40934.0,40934.0
1546,GDN0011,TiltDown,40,42004.0,42000.0,42000.0,42000.0,42002.0,42002.0,42002.0,42018.0,42018.0,42018.0,42034.0,42036.0,41970.0
1547,GDN0011,TiltDown,41,43082.0,43068.0,43068.0,43068.0,43068.0,43068.0,43068.0,43082.0,43082.0,43082.0,43092.0,43092.0,43092.0
1548,GDN0011,TiltDown,42,44030.0,44030.0,44030.0,44030.0,44078.0,44078.0,44078.0,44048.0,44048.0,44048.0,44094.0,44094.0,44094.0
1549,GDN0011,TiltDown,43,45134.0,45132.0,45132.0,45132.0,45124.0,45124.0,45124.0,45144.0,45144.0,45144.0,45144.0,45144.0,45144.0
1550,GDN0011,TiltDown,44,46188.0,46172.0,46172.0,46172.0,46174.0,46174.0,46174.0,46192.0,46192.0,46192.0,46198.0,46198.0,46198.0
1551,GDN0011,TiltDown,45,47090.0,47112.0,47110.0,47088.0,47138.0,47138.0,47138.0,47122.0,47122.0,47122.0,47116.0,47116.0,47116.0
1552,GDN0011,TiltDown,46,47866.0,47910.0,47890.0,47890.0,47980.0,47980.0,47980.0,47924.0,47926.0,47902.0,47918.0,47932.0,47864.0
1553,GDN0011,TiltDown,47,49236.0,49234.0,49234.0,49234.0,49212.0,49212.0,49212.0,49252.0,49252.0,49252.0,49276.0,49276.0,49276.0
1554,GDN0011,TiltDown,48,50158.0,50146.0,50132.0,50132.0,50192.0,50192.0,50192.0,50174.0,50174.0,50174.0,50178.0,50188.0,50122.0
1555,GDN0011,TiltDown,49,51172.0,51156.0,51156.0,51156.0,51204.0,51204.0,51204.0,51172.0,51172.0,51172.0,51174.0,51174.0,51174.0
1556,GDN0011,TiltDown,50,52174.0,52172.0,52172.0,52172.0,52158.0,52158.0,52158.0,52200.0,52200.0,52200.0,52220.0,52220.0,52220.0
1557,GDN0011,TiltDown,51,53090.0,53068.0,53064.0,,53084.0,53084.0,53084.0,53120.0,53120.0,53120.0,53130.0,53130.0,53130.0
1558,GDN0011,TiltDown,52,54268.0,54268.0,54268.0,54268.0,54256.0,54256.0,54256.0,54286.0,54286.0,54286.0,54316.0,54316.0,54316.0
1559,GDN0011,TiltDown,53,55414.0,55414.0,55414.0,55414.0,55410.0,55410.0,55410.0,55432.0,55432.0,55432.0,55456.0,55464.0,55380.0
1560,GDN0011,TiltDown,54,56448.0,56460.0,56464.0,56402.0,56492.0,56492.0,56492.0,56490.0,56482.0,56468.0,56506.0,56506.0,56506.0
1561,GDN0011,TiltDown,55,57628.0,57616.0,57616.0,57616.0,57618.0,57618.0,57618.0,57634.0,57634.0,57634.0,57642.0,57642.0,57642.0
1562,GDN0011,TiltDown,56,58702.0,58700.0,58700.0,58700.0,58684.0,58684.0,58684.0,58722.0,58722.0,58722.0,58644.0,58644.0,58644.0
1563,GDN0011,TiltUp,0,902.0,978.0,978.0,978.0,984.0,984.0,984.0,922.0,922.0,922.0,936.0,936.0,936.0
1564,GDN0011,TiltUp,1,1590.0,1646.0,1650.0,1590.0,1674.0,1674.0,1674.0,1620.0,1624.0,1596.0,1630.0,1630.0,1598.0
1565,GDN0011,TiltUp,2,2290.0,2286.0,2296.0,2202.0,2276.0,2276.0,2276.0,2296.0,2296.0,2296.0,2298.0,2298.0,2298.0
1566,GDN0011,TiltUp,3,2986.0,2986.0,2986.0,2986.0,2972.0,2972.0,2972.0,2990.0,2990.0,2990.0,2992.0,2992.0,2992.0
1567,GDN0011,TiltUp,4,3642.0,3636.0,3648.0,,3612.0,3612.0,3612.0,3660.0,3660.0,3660.0,3668.0,3668.0,3668.0
1568,GDN0011,TiltUp,5,4334.0,4332.0,4332.0,4332.0,4326.0,4326.0,4326.0,4338.0,4338.0,4338.0,4340.0,4340.0,4340.0
1569,GDN0011,TiltUp,6,5020.0,4990.0,5020.0,4990.0,5084.0,5084.0,5084.0,5028.0,5028.0,5028.0,5038.0,5038.0,5038.0
1570,GDN0011,TiltUp,7,5712.0,5710.0,5710.0,5710.0,5680.0,5680.0,5680.0,5718.0,5718.0,5718.0,5720.0,5720.0,5720.0
1571,GDN0011,TiltUp,8,6388.0,6388.0,6388.0,6388.0,6370.0,6370.0,6370.0,6412.0,6412.0,6412.0,6386.0,6386.0,6386.0
1572,GDN0011,TiltUp,9,7068.0,7066.0,7066.0,7066.0,7050.0,7050.0,7050.0,7076.0,7076.0,7076.0,7070.0,7070.0,7070.0
1573,GDN0011,TiltUp,10,7768.0,7766.0,7784.0,7766.0,7832.0,7832.0,7832.0,7772.0,7772.0,7772.0,7774.0,7774.0,7774.0
1574,GDN0011,TiltUp,11,8448.0,8448.0,8476.0,8448.0,8434.0,8434.0,8434.0,8456.0,8456.0,8456.0,8450.0,8450.0,8450.0
1575,GDN0011,TiltUp,12,9172.0,9180.0,9210.0,9170.0,9224.0,9224.0,9224.0,9178.0,9178.0,9178.0,9184.0,9184.0,9184.0
1576,GDN0011,TiltUp,13,9852.0,9926.0,9926.0,9926.0,9848.0,9848.0,9848.0,9862.0,9862.0,9862.0,9864.0,9864.0,9864.0
1577,GDN0011,TiltUp,14,10512.0,10546.0,10568.0,10510.0,10590.0,10590.0,10590.0,10534.0,10538.0,10518.0,10526.0,10536.0,10510.0
1578,GDN0011,TiltUp,15,11202.0,11210.0,11232.0,11202.0,11248.0,11248.0,11248.0,11210.0,11210.0,11210.0,11204.0,11204.0,11204.0
1579,GDN0011,TiltUp,16,11904.0,11904.0,11922.0,11904.0,11872.0,11872.0,11872.0,11916.0,11916.0,11916.0,11918.0,11918.0,11918.0
1580,GDN0011,TiltUp,17,12614.0,12614.0,12614.0,12614.0,12602.0,12602.0,12602.0,12618.0,12618.0,12618.0,12618.0,12618.0,12618.0
1581,GDN0011,TiltUp,18,13280.0,13278.0,13278.0,13278.0,13274.0,13274.0,13274.0,13286.0,13286.0,13286.0,13292.0,13292.0,13292.0
1582,GDN0011,TiltUp,19,13932.0,13930.0,13930.0,13930.0,13922.0,13922.0,13922.0,13942.0,13942.0,13942.0,13944.0,13944.0,13944.0
1583,GDN0011,TiltUp,20,14598.0,14596.0,14596.0,14596.0,14584.0,14584.0,14584.0,14604.0,14604.0,14604.0,14600.0,14600.0,14600.0
1584,GDN0011,TiltUp,21,15280.0,15270.0,15282.0,15186.0,15280.0,15280.0,15280.0,15290.0,15290.0,15290.0,15296.0,15296.0,15296.0
1585,GDN0011,TiltUp,22,15958.0,15958.0,15958.0,15958.0,16008.0,16008.0,16008.0,15968.0,15968.0,15968.0,15974.0,15974.0,15974.0
1586,GDN0011,TiltUp,23,16608.0,16606.0,16606.0,16606.0,16590.0,16590.0,16590.0,16624.0,16624.0,16624.0,16636.0,16636.0,16636.0
1587,GDN0011,TiltUp,24,17276.0,17274.0,17274.0,17274.0,17262.0,17262.0,17262.0,17286.0,17286.0,17286.0,17290.0,17290.0,17290.0
1588,GDN0011,TiltUp,25,17962.0,17960.0,17960.0,17960.0,17946.0,17946.0,17946.0,17986.0,17986.0,17986.0,17998.0,17998.0,17998.0
1589,GDN0011,TiltUp,26,18700.0,18698.0,18698.0,18698.0,18770.0,18770.0,18770.0,18712.0,18712.0,18712.0,18716.0,18716.0,18716.0
1590,GDN0011,TiltUp,27,19458.0,19456.0,19456.0,19456.0,19428.0,19428.0,19428.0,19468.0,19468.0,19468.0,19474.0,19474.0,19474.0
1591,GDN0011,TiltUp,28,20180.0,20180.0,20180.0,20180.0,20174.0,20174.0,20174.0,20194.0,20194.0,20194.0,20194.0,20194.0,20194.0
1592,GDN0011,TiltUp,29,20864.0,20864.0,20864.0,20864.0,20844.0,20844.0,20844.0,20888.0,20888.0,20888.0,20896.0,20896.0,20896.0
1593,GDN0011,TiltUp,30,21570.0,21568.0,21568.0,21568.0,21550.0,21550.0,21550.0,21582.0,21582.0,21582.0,21580.0,21580.0,21580.0
1594,GDN0011,TiltUp,31,22274.0,22274.0,22292.0,22274.0,22346.0,22346.0,22346.0,22304.0,22304.0,22282.0,22306.0,22302.0,22272.0
1595,GDN0011,TiltUp,32,23004.0,23004.0,23004.0,23004.0,22994.0,22994.0,22994.0,23012.0,23012.0,23012.0,23012.0,23012.0,23012.0
1596,GDN0011,TiltUp,33,23722.0,23722.0,23722.0,23722.0,23712.0,23712.0,23712.0,23732.0,23732.0,23732.0,23738.0,23738.0,23738.0
1597,GDN0011,TiltUp,34,24400.0,24400.0,24400.0,24400.0,24392.0,24392.0,24392.0,24406.0,24406.0,24406.0,24410.0,24410.0,24410.0
1598,GDN0011,TiltUp,35,25060.0,25060.0,25060.0,25060.0,25054.0,25054.0,25054.0,25068.0,25068.0,25068.0,25070.0,25070.0,25070.0
1599,GDN0011,TiltUp,36,25730.0,25730.0,25730.0,25730.0,25696.0,25696.0,25696.0,25754.0,25758.0,25738.0,25736.0,25764.0,25736.0
1600,GDN0011,TiltUp,37,26404.0,26426.0,26426.0,26426.0,26428.0,26428.0,26428.0,26442.0,26442.0,26442.0,26452.0,26452.0,26452.0
1601,GDN0011,TiltUp,38,27122.0,27122.0,27122.0,27122.0,27162.0,27162.0,27162.0,27136.0,27136.0,27136.0,27122.0,27136.0,27092.0
1602,GDN0011,TiltUp,39,27796.0,27794.0,27794.0,27794.0,27838.0,27838.0,27838.0,27806.0,27806.0,27806.0,27806.0,27806.0,27806.0
1603,GDN0011,TiltUp,40,28474.0,28474.0,28474.0,28474.0,28464.0,28464.0,28464.0,28488.0,28488.0,28488.0,28492.0,28492.0,28492.0
1604,GDN0011,TiltUp,41,29166.0,29166.0,29166.0,29166.0,29152.0,29152.0,29152.0,29174.0,29174.0,29174.0,29174.0,29174.0,29174.0
1605,GDN0011,TiltUp,42,29878.0,29878.0,29882.0,29830.0,29944.0,29944.0,29944.0,29886.0,29886.0,29886.0,29894.0,29894.0,29894.0
1606,GDN0011,TiltUp,43,30580.0,30578.0,30578.0,30578.0,30562.0,30562.0,30562.0,30590.0,30590.0,30590.0,30576.0,30576.0,30576.0
1607,GDN0011,TiltUp,44,31256.0,31254.0,31254.0,31254.0,31240.0,31240.0,31240.0,31268.0,31268.0,31268.0,31256.0,31256.0,31256.0
1608,GDN0011,TiltUp,45,31942.0,31940.0,31940.0,31940.0,31934.0,31934.0,31934.0,31948.0,31948.0,31948.0,31952.0,31952.0,31952.0
1609,GDN0011,TiltUp,46,32622.0,32620.0,32620.0,32620.0,32674.0,32674.0,32674.0,32628.0,32628.0,32628.0,32630.0,32630.0,32630.0
1610,GDN0011,TiltUp,47,33304.0,33302.0,33302.0,33302.0,33290.0,33290.0,33290.0,33310.0,33310.0,33310.0,33316.0,33316.0,33316.0
1611,GDN0011,TiltUp,48,33984.0,33982.0,33982.0,33982.0,33970.0,33970.0,33970.0,33998.0,33998.0,33998.0,34016.0,34016.0,34016.0
1612,GDN0011,TiltUp,49,34632.0,34644.0,34646.0,34578.0,34712.0,34712.0,34712.0,34654.0,34654.0,34654.0,34668.0,34668.0,34668.0
1613,GDN0011,TiltUp,50,35292.0,35290.0,35290.0,35290.0,35334.0,35334.0,35334.0,35300.0,35300.0,35300.0,35302.0,35302.0,35302.0
1614,GDN0011,TiltUp,51,35994.0,35994.0,35994.0,35994.0,35978.0,35978.0,35978.0,36004.0,36004.0,36004.0,36008.0,36022.0,35994.0
1615,GDN0011,TiltUp,52,36700.0,36700.0,36700.0,36700.0,36682.0,36682.0,36682.0,36710.0,36710.0,36710.0,36698.0,36732.0,36698.0
1616,GDN0011,TiltUp,53,37366.0,37340.0,37340.0,37340.0,37354.0,37354.0,37354.0,37390.0,37390.0,37390.0,37402.0,37402.0,37402.0
1617,GDN0011,TiltUp,54,37996.0,37996.0,37996.0,37996.0,37988.0,37988.0,37988.0,38012.0,38012.0,38012.0,38010.0,38010.0,38010.0
1618,GDN0011,TiltUp,55,38618.0,38616.0,38616.0,38616.0,38614.0,38614.0,38614.0,38628.0,38628.0,38628.0,38634.0,38634.0,38634.0
1619,GDN0011,TiltUp,56,39242.0,39240.0,39240.0,39240.0,39234.0,39234.0,39234.0,39256.0,39256.0,39256.0,39276.0,39276.0,39276.0
1620,GDN0011,TiltUp,57,39882.0,39880.0,39880.0,39880.0,39868.0,39868.0,39868.0,39888.0,39888.0,39888.0,39884.0,39884.0,39884.0
1621,GDN0011,TiltUp,58,40528.0,40548.0,40542.0,40494.0,40606.0,40606.0,40606.0,40560.0,40554.0,40538.0,40548.0,40550.0,40548.0
1622,GDN0011,TiltUp,59,41186.0,41186.0,41194.0,41186.0,41240.0,41240.0,41240.0,41204.0,41204.0,41196.0,41198.0,41198.0,41198.0
1623,GDN0011,TiltUp,60,41834.0,41834.0,41834.0,41834.0,41824.0,41824.0,41824.0,41844.0,41844.0,41844.0,41850.0,41850.0,41850.0
1624,GDN0011,TiltUp,61,42484.0,42482.0,42482.0,42482.0,42478.0,42478.0,42478.0,42494.0,42494.0,42494.0,42496.0,42496.0,42496.0
1625,GDN0011,TiltUp,62,43162.0,43162.0,43162.0,43162.0,43150.0,43150.0,43150.0,43168.0,43168.0,43168.0,43172.0,43172.0,43172.0
1626,GDN0011,TiltUp,63,43828.0,43846.0,43846.0,43846.0,43848.0,43848.0,43848.0,43856.0,43856.0,43856.0,43864.0,43864.0,43864.0
1627,GDN0011,TiltUp,64,44512.0,44540.0,44542.0,44510.0,44576.0,44576.0,44576.0,44548.0,44550.0,44526.0,44552.0,44550.0,44530.0
1628,GDN0011,TiltUp,65,45164.0,45162.0,45162.0,45162.0,45150.0,45150.0,45150.0,45170.0,45170.0,45170.0,45164.0,45164.0,45164.0
1629,GDN0011,TiltUp,66,45804.0,45802.0,45818.0,45802.0,45792.0,45792.0,45792.0,45830.0,45836.0,45814.0,45832.0,45834.0,45804.0
1630,GDN0011,TiltUp,67,46476.0,46452.0,46452.0,46452.0,46466.0,46466.0,46466.0,46480.0,46480.0,46480.0,46482.0,46482.0,46482.0
1631,GDN0011,TiltUp,68,47122.0,47122.0,47122.0,47122.0,47098.0,47098.0,47098.0,47152.0,47152.0,47152.0,47162.0,47162.0,47162.0
1632,GDN0011,TiltUp,69,47806.0,47806.0,47806.0,47806.0,47790.0,47790.0,47790.0,47812.0,47812.0,47812.0,47814.0,47814.0,47814.0
1633,GDN0011,TiltUp,70,48438.0,48436.0,48436.0,48436.0,48438.0,48438.0,48438.0,48450.0,48450.0,48450.0,48456.0,48456.0,48456.0
1634,GDN0011,TiltUp,71,49016.0,49040.0,49040.0,49016.0,49040.0,49040.0,49040.0,49052.0,49052.0,49052.0,49060.0,49060.0,49060.0
1635,GDN0011,TiltUp,72,49648.0,49646.0,49646.0,49646.0,49702.0,49702.0,49702.0,49654.0,49654.0,49654.0,49660.0,49660.0,49660.0
1636,GDN0011,TiltUp,73,50248.0,50270.0,50270.0,50270.0,50270.0,50270.0,50270.0,50276.0,50276.0,50276.0,50278.0,50286.0,50242.0
1637,GDN0011,TiltUp,74,50958.0,50958.0,50958.0,50958.0,50944.0,50944.0,50944.0,50966.0,50966.0,50966.0,50966.0,50966.0,50966.0
1638,GDN0011,TiltUp,75,51708.0,51708.0,51708.0,51708.0,51696.0,51696.0,51696.0,51738.0,51738.0,51738.0,51750.0,51750.0,51750.0
1639,GDN0011,TiltUp,76,52556.0,52554.0,52554.0,52554.0,52548.0,52548.0,52548.0,52562.0,52562.0,52562.0,52564.0,52564.0,52564.0
1640,GDN0011,TiltUp,77,53360.0,53386.0,53386.0,53358.0,53342.0,53342.0,53342.0,53388.0,53388.0,53388.0,53392.0,53402.0,53356.0
1641,GDN0011,TiltUp,78,54180.0,54180.0,54180.0,54180.0,54146.0,54146.0,54146.0,54194.0,54194.0,54194.0,54200.0,54200.0,54200.0
1642,GDN0011,TiltUp,79,54934.0,54954.0,54948.0,54932.0,54976.0,54976.0,54976.0,54938.0,54938.0,54938.0,54938.0,54938.0,54938.0
1643,GDN0011,TiltUp,80,55622.0,55646.0,55662.0,55620.0,55692.0,55692.0,55692.0,55642.0,55642.0,55642.0,55654.0,55654.0,55654.0
