participant,condition,phase,heartbeat_id_reference,rater_difference,Agreement
GDN0014,Dummy,TiltLevel,62,8.0,Medium Agreement
GDN0014,Dummy,TiltLevel,63,2.0,High Agreement
GDN0014,Dummy,TiltLevel,64,2.0,High Agreement
GDN0014,Dummy,TiltLevel,67,4.0,High Agreement
GDN0014,Dummy,TiltLevel,68,8.0,Medium Agreement
GDN0014,Dummy,TiltLevel,72,6.0,Medium Agreement
GDN0014,Dummy,TiltLevel,73,6.0,Medium Agreement
GDN0014,Dummy,TiltLevel,74,4.0,High Agreement
GDN0014,Dummy,TiltLevel,77,2.0,High Agreement
GDN0014,Dummy,TiltLevel,78,6.0,Medium Agreement
GDN0014,Dummy,TiltLevel,79,6.0,Medium Agreement
GDN0014,Dummy,TiltUp,0,0.0,High Agreement
GDN0014,Dummy,TiltUp,1,0.0,High Agreement
GDN0014,Dummy,TiltUp,2,6.0,Medium Agreement
GDN0014,Dummy,TiltUp,3,2.0,High Agreement
GDN0014,Dummy,TiltUp,4,2.0,High Agreement
GDN0014,Dummy,TiltUp,5,2.0,High Agreement
GDN0014,Dummy,TiltUp,6,0.0,High Agreement
GDN0014,Dummy,TiltUp,7,0.0,High Agreement
GDN0014,Dummy,TiltUp,8,2.0,High Agreement
GDN0014,Dummy,TiltUp,9,0.0,High Agreement
GDN0014,Dummy,TiltUp,10,0.0,High Agreement
GDN0014,Dummy,TiltUp,11,2.0,High Agreement
GDN0014,Dummy,TiltUp,12,4.0,High Agreement
GDN0014,Dummy,TiltUp,13,4.0,High Agreement
GDN0014,Dummy,TiltUp,14,8.0,Medium Agreement
GDN0014,Dummy,TiltUp,15,2.0,High Agreement
GDN0014,Dummy,TiltUp,16,0.0,High Agreement
GDN0014,Dummy,TiltUp,17,0.0,High Agreement
GDN0014,Dummy,TiltUp,18,2.0,High Agreement
GDN0014,Dummy,TiltUp,19,10.0,Medium Agreement
GDN0014,Dummy,TiltUp,20,0.0,High Agreement
GDN0014,Dummy,TiltUp,21,2.0,High Agreement
GDN0014,Dummy,TiltUp,22,10.0,Medium Agreement
GDN0014,Dummy,TiltUp,23,4.0,High Agreement
GDN0014,Dummy,TiltUp,24,8.0,Medium Agreement
GDN0014,Dummy,TiltUp,25,4.0,High Agreement
GDN0014,Dummy,TiltUp,26,8.0,Medium Agreement
GDN0014,Dummy,TiltUp,27,4.0,High Agreement
GDN0014,Dummy,TiltUp,28,0.0,High Agreement
GDN0014,Dummy,TiltUp,29,2.0,High Agreement
GDN0014,Dummy,TiltUp,30,2.0,High Agreement
GDN0014,Dummy,TiltUp,31,2.0,High Agreement
GDN0014,Dummy,TiltUp,32,0.0,High Agreement
GDN0014,Dummy,TiltUp,33,0.0,High Agreement
GDN0014,Dummy,TiltUp,34,0.0,High Agreement
GDN0014,Dummy,TiltUp,35,0.0,High Agreement
GDN0014,Dummy,TiltUp,36,0.0,High Agreement
GDN0014,Dummy,TiltUp,37,0.0,High Agreement
GDN0014,Dummy,TiltUp,38,4.0,High Agreement
GDN0014,Dummy,TiltUp,39,2.0,High Agreement
GDN0014,Dummy,TiltUp,40,0.0,High Agreement
GDN0014,Dummy,TiltUp,41,0.0,High Agreement
GDN0014,Dummy,TiltUp,42,6.0,Medium Agreement
GDN0014,Dummy,TiltUp,43,0.0,High Agreement
GDN0014,Dummy,TiltUp,44,0.0,High Agreement
GDN0014,Dummy,TiltUp,45,2.0,High Agreement
GDN0014,Dummy,TiltUp,46,4.0,High Agreement
GDN0014,Dummy,TiltUp,47,0.0,High Agreement
GDN0014,Dummy,TiltUp,48,4.0,High Agreement
GDN0014,Dummy,TiltUp,49,0.0,High Agreement
GDN0014,Dummy,TiltUp,50,4.0,High Agreement
GDN0014,Dummy,TiltUp,51,2.0,High Agreement
GDN0014,Dummy,TiltUp,52,2.0,High Agreement
GDN0014,Dummy,TiltUp,53,30.0,Low Agreement
GDN0014,Dummy,TiltUp,54,4.0,High Agreement
GDN0014,Dummy,TiltUp,55,0.0,High Agreement
GDN0014,Dummy,TiltUp,56,2.0,High Agreement
GDN0014,Dummy,TiltUp,57,4.0,High Agreement
GDN0014,Dummy,TiltUp,58,2.0,High Agreement
GDN0014,Dummy,TiltUp,59,4.0,High Agreement
GDN0014,Dummy,TiltUp,60,0.0,High Agreement
GDN0014,Dummy,TiltUp,61,2.0,High Agreement
GDN0014,Dummy,TiltUp,62,2.0,High Agreement
GDN0014,Dummy,TiltUp,63,0.0,High Agreement
GDN0014,Dummy,TiltUp,64,0.0,High Agreement
GDN0014,Dummy,TiltUp,65,32.0,Low Agreement
GDN0014,Dummy,TiltUp,66,2.0,High Agreement
GDN0014,Dummy,TiltUp,67,0.0,High Agreement
GDN0014,Dummy,TiltUp,68,4.0,High Agreement
GDN0014,Dummy,TiltUp,69,2.0,High Agreement
GDN0014,Dummy,TiltUp,70,12.0,Low Agreement
GDN0014,Dummy,TiltUp,71,0.0,High Agreement
GDN0014,Dummy,TiltUp,72,4.0,High Agreement
GDN0014,Dummy,TiltUp,73,2.0,High Agreement
GDN0014,Dummy,TiltUp,74,2.0,High Agreement
GDN0014,Dummy,TiltUp,75,0.0,High Agreement
GDN0014,Dummy,TiltUp,76,16.0,Low Agreement
GDN0014,Dummy,TiltUp,77,0.0,High Agreement
GDN0014,Dummy,TiltUp,78,16.0,Low Agreement
GDN0014,Dummy,TiltUp,79,0.0,High Agreement
GDN0014,Dummy,TiltUp,80,8.0,Medium Agreement
GDN0014,Dummy,TiltUp,81,2.0,High Agreement
GDN0014,Dummy,TiltUp,82,8.0,Medium Agreement
GDN0014,Dummy,TiltUp,83,2.0,High Agreement
GDN0014,Dummy,TiltUp,84,0.0,High Agreement
GDN0014,Dummy,TiltUp,85,0.0,High Agreement
GDN0014,Dummy,TiltUp,86,0.0,High Agreement
GDN0014,Dummy,TiltUp,87,0.0,High Agreement
GDN0014,Dummy,TiltUp,88,0.0,High Agreement
GDN0014,Dummy,TiltUp,89,2.0,High Agreement
GDN0014,Dummy,TiltUp,90,2.0,High Agreement
GDN0014,Dummy,TiltUp,91,4.0,High Agreement
GDN0014,Dummy,TiltUp,92,0.0,High Agreement
GDN0014,Dummy,Valsalva,0,4.0,High Agreement
GDN0014,Dummy,Valsalva,1,4.0,High Agreement
GDN0014,Dummy,Valsalva,3,4.0,High Agreement
GDN0014,Dummy,Valsalva,4,48.0,Low Agreement
GDN0014,Dummy,Valsalva,5,2.0,High Agreement
GDN0014,Dummy,Valsalva,6,2.0,High Agreement
GDN0014,Dummy,Valsalva,7,4.0,High Agreement
GDN0014,Dummy,Valsalva,8,2.0,High Agreement
GDN0014,Dummy,Valsalva,9,4.0,High Agreement
GDN0014,Dummy,Valsalva,10,10.0,Medium Agreement
GDN0014,Dummy,Valsalva,11,8.0,Medium Agreement
GDN0014,Dummy,Valsalva,12,4.0,High Agreement
GDN0014,Dummy,Valsalva,13,0.0,High Agreement
GDN0014,Dummy,Valsalva,14,0.0,High Agreement
GDN0014,Dummy,Valsalva,16,2.0,High Agreement
GDN0014,Dummy,Valsalva,18,2.0,High Agreement
GDN0014,Dummy,Valsalva,19,6.0,Medium Agreement
GDN0014,Dummy,Valsalva,21,2.0,High Agreement
GDN0014,Dummy,Valsalva,22,2.0,High Agreement
GDN0014,Dummy,Valsalva,23,6.0,Medium Agreement
GDN0014,Dummy,Valsalva,24,2.0,High Agreement
GDN0014,Dummy,Valsalva,25,4.0,High Agreement
GDN0014,Dummy,Valsalva,26,14.0,Low Agreement
GDN0014,Dummy,Valsalva,27,2.0,High Agreement
GDN0014,Dummy,Valsalva,28,2.0,High Agreement
GDN0014,Dummy,Valsalva,29,0.0,High Agreement
GDN0014,Dummy,Valsalva,30,2.0,High Agreement
GDN0014,Dummy,Valsalva,32,4.0,High Agreement
GDN0014,Dummy,Valsalva,33,6.0,Medium Agreement
GDN0014,Dummy,Valsalva,34,4.0,High Agreement
GDN0014,Dummy,Valsalva,35,4.0,High Agreement
GDN0014,Dummy,Valsalva,36,6.0,Medium Agreement
GDN0014,Dummy,Valsalva,37,4.0,High Agreement
GDN0014,Dummy,Valsalva,38,4.0,High Agreement
GDN0014,Dummy,Valsalva,39,8.0,Medium Agreement
GDN0014,Dummy,Valsalva,40,4.0,High Agreement
GDN0014,Dummy,Valsalva,41,2.0,High Agreement
GDN0014,Dummy,Valsalva,42,8.0,Medium Agreement
GDN0014,Dummy,Valsalva,43,6.0,Medium Agreement
GDN0014,Dummy,Valsalva,44,2.0,High Agreement
GDN0014,Dummy,Valsalva,45,2.0,High Agreement
GDN0014,Dummy,Valsalva,47,56.0,Low Agreement
GDN0014,Dummy,Valsalva,48,2.0,High Agreement
GDN0014,Dummy,Valsalva,49,0.0,High Agreement
GDN0014,Dummy,Valsalva,50,2.0,High Agreement
GDN0014,Dummy,Valsalva,51,4.0,High Agreement
GDN0014,Dummy,Valsalva,52,2.0,High Agreement
GDN0014,Dummy,Valsalva,53,4.0,High Agreement
GDN0014,Dummy,Valsalva,54,2.0,High Agreement
GDN0014,Dummy,Valsalva,55,0.0,High Agreement
GDN0014,Dummy,Valsalva,56,0.0,High Agreement
GDN0014,Dummy,Valsalva,57,0.0,High Agreement
GDN0014,Dummy,Valsalva,58,2.0,High Agreement
GDN0014,Dummy,Valsalva,59,4.0,High Agreement
GDN0014,Dummy,Valsalva,60,2.0,High Agreement
GDN0014,Dummy,Valsalva,61,0.0,High Agreement
GDN0014,Dummy,Valsalva,62,2.0,High Agreement
GDN0014,Dummy,Valsalva,63,0.0,High Agreement
GDN0014,Dummy,Valsalva,64,4.0,High Agreement
GDN0014,Dummy,Valsalva,65,8.0,Medium Agreement
GDN0014,Dummy,Valsalva,67,10.0,Medium Agreement
GDN0014,Dummy,Valsalva,68,6.0,Medium Agreement
GDN0014,Dummy,Valsalva,69,2.0,High Agreement
GDN0014,Dummy,Valsalva,70,4.0,High Agreement
GDN0014,Dummy,Valsalva,71,8.0,Medium Agreement
GDN0014,Dummy,Valsalva,72,0.0,High Agreement
GDN0014,Dummy,Valsalva,73,0.0,High Agreement
GDN0014,Dummy,Valsalva,74,6.0,Medium Agreement
GDN0014,Dummy,Valsalva,75,12.0,Low Agreement
GDN0014,Dummy,Valsalva,76,76.0,Low Agreement
GDN0014,Dummy,Valsalva,77,4.0,High Agreement
GDN0014,Dummy,Valsalva,78,2.0,High Agreement
GDN0016,Dummy,HoldingBreath,0,2.0,High Agreement
GDN0016,Dummy,HoldingBreath,1,0.0,High Agreement
GDN0016,Dummy,HoldingBreath,2,2.0,High Agreement
GDN0016,Dummy,HoldingBreath,3,0.0,High Agreement
GDN0016,Dummy,HoldingBreath,4,2.0,High Agreement
GDN0016,Dummy,HoldingBreath,5,2.0,High Agreement
GDN0016,Dummy,HoldingBreath,6,10.0,Medium Agreement
GDN0016,Dummy,HoldingBreath,7,4.0,High Agreement
GDN0016,Dummy,HoldingBreath,8,6.0,Medium Agreement
GDN0016,Dummy,HoldingBreath,9,2.0,High Agreement
GDN0016,Dummy,HoldingBreath,10,4.0,High Agreement
GDN0016,Dummy,HoldingBreath,11,40.0,Low Agreement
GDN0016,Dummy,HoldingBreath,12,52.0,Low Agreement
GDN0016,Dummy,HoldingBreath,13,64.0,Low Agreement
GDN0016,Dummy,HoldingBreath,14,4.0,High Agreement
GDN0016,Dummy,HoldingBreath,15,0.0,High Agreement
GDN0016,Dummy,HoldingBreath,16,6.0,Medium Agreement
GDN0016,Dummy,HoldingBreath,17,58.0,Low Agreement
GDN0016,Dummy,HoldingBreath,18,2.0,High Agreement
GDN0016,Dummy,HoldingBreath,19,6.0,Medium Agreement
GDN0016,Dummy,HoldingBreath,20,8.0,Medium Agreement
GDN0016,Dummy,HoldingBreath,21,0.0,High Agreement
GDN0016,Dummy,HoldingBreath,22,10.0,Medium Agreement
GDN0016,Dummy,HoldingBreath,23,2.0,High Agreement
GDN0016,Dummy,HoldingBreath,24,4.0,High Agreement
GDN0016,Dummy,HoldingBreath,25,4.0,High Agreement
GDN0016,Dummy,HoldingBreath,26,2.0,High Agreement
GDN0016,Dummy,HoldingBreath,27,2.0,High Agreement
GDN0016,Dummy,HoldingBreath,28,6.0,Medium Agreement
GDN0016,Dummy,HoldingBreath,30,8.0,Medium Agreement
GDN0016,Dummy,HoldingBreath,31,6.0,Medium Agreement
GDN0016,Dummy,HoldingBreath,32,0.0,High Agreement
GDN0016,Dummy,HoldingBreath,33,6.0,Medium Agreement
GDN0016,Dummy,HoldingBreath,34,0.0,High Agreement
GDN0016,Dummy,HoldingBreath,35,2.0,High Agreement
GDN0016,Dummy,HoldingBreath,36,2.0,High Agreement
GDN0016,Dummy,HoldingBreath,37,0.0,High Agreement
GDN0016,Dummy,HoldingBreath,38,64.0,Low Agreement
GDN0016,Dummy,HoldingBreath,39,2.0,High Agreement
GDN0016,Dummy,HoldingBreath,40,2.0,High Agreement
GDN0016,Dummy,HoldingBreath,41,0.0,High Agreement
GDN0016,Dummy,HoldingBreath,42,48.0,Low Agreement
GDN0016,Dummy,HoldingBreath,43,2.0,High Agreement
GDN0016,Dummy,HoldingBreath,44,2.0,High Agreement
GDN0016,Dummy,HoldingBreath,47,4.0,High Agreement
GDN0016,Dummy,HoldingBreath,48,4.0,High Agreement
GDN0016,Dummy,HoldingBreath,49,2.0,High Agreement
GDN0016,Dummy,HoldingBreath,50,2.0,High Agreement
GDN0016,Dummy,HoldingBreath,51,2.0,High Agreement
GDN0016,Dummy,HoldingBreath,52,0.0,High Agreement
GDN0016,Dummy,HoldingBreath,53,8.0,Medium Agreement
GDN0016,Dummy,HoldingBreath,54,6.0,Medium Agreement
GDN0016,Dummy,Pause,0,6.0,Medium Agreement
GDN0016,Dummy,Pause,1,0.0,High Agreement
GDN0016,Dummy,Pause,2,2.0,High Agreement
GDN0016,Dummy,Pause,3,36.0,Low Agreement
GDN0016,Dummy,Pause,4,2.0,High Agreement
GDN0016,Dummy,Pause,5,8.0,Medium Agreement
GDN0016,Dummy,Pause,6,0.0,High Agreement
GDN0016,Dummy,Pause,7,6.0,Medium Agreement
GDN0016,Dummy,Pause,8,4.0,High Agreement
GDN0016,Dummy,Pause,9,6.0,Medium Agreement
GDN0016,Dummy,Pause,10,2.0,High Agreement
GDN0016,Dummy,Pause,11,0.0,High Agreement
GDN0016,Dummy,Pause,12,6.0,Medium Agreement
GDN0016,Dummy,Pause,13,52.0,Low Agreement
GDN0016,Dummy,Pause,14,2.0,High Agreement
GDN0016,Dummy,Pause,15,38.0,Low Agreement
GDN0016,Dummy,Pause,16,2.0,High Agreement
GDN0016,Dummy,Pause,17,28.0,Low Agreement
GDN0016,Dummy,Pause,18,4.0,High Agreement
GDN0016,Dummy,Pause,19,0.0,High Agreement
GDN0016,Dummy,Pause,20,0.0,High Agreement
GDN0016,Dummy,Pause,21,0.0,High Agreement
GDN0016,Dummy,Pause,22,8.0,Medium Agreement
GDN0016,Dummy,Pause,23,2.0,High Agreement
GDN0016,Dummy,Pause,24,48.0,Low Agreement
GDN0016,Dummy,Pause,25,2.0,High Agreement
GDN0016,Dummy,Pause,26,2.0,High Agreement
GDN0016,Dummy,Pause,27,12.0,Low Agreement
GDN0016,Dummy,Pause,28,14.0,Low Agreement
GDN0016,Dummy,Pause,29,38.0,Low Agreement
GDN0016,Dummy,Pause,30,46.0,Low Agreement
GDN0016,Dummy,Pause,31,6.0,Medium Agreement
GDN0016,Dummy,Pause,32,2.0,High Agreement
GDN0016,Dummy,Pause,33,42.0,Low Agreement
GDN0016,Dummy,Pause,34,2.0,High Agreement
GDN0016,Dummy,Pause,35,4.0,High Agreement
GDN0016,Dummy,Pause,36,10.0,Medium Agreement
GDN0016,Dummy,Pause,37,2.0,High Agreement
GDN0016,Dummy,Pause,38,4.0,High Agreement
GDN0016,Dummy,Pause,39,60.0,Low Agreement
GDN0016,Dummy,Pause,40,0.0,High Agreement
GDN0016,Dummy,Pause,41,0.0,High Agreement
GDN0016,Dummy,Pause,42,8.0,Medium Agreement
GDN0016,Dummy,Pause,43,0.0,High Agreement
GDN0016,Dummy,Pause,44,28.0,Low Agreement
GDN0016,Dummy,Pause,45,8.0,Medium Agreement
GDN0016,Dummy,Pause,46,2.0,High Agreement
GDN0016,Dummy,TiltLevel,0,4.0,High Agreement
GDN0016,Dummy,TiltLevel,1,34.0,Low Agreement
GDN0016,Dummy,TiltLevel,2,0.0,High Agreement
GDN0016,Dummy,TiltLevel,3,8.0,Medium Agreement
GDN0016,Dummy,TiltLevel,4,0.0,High Agreement
GDN0016,Dummy,TiltLevel,5,2.0,High Agreement
GDN0016,Dummy,TiltLevel,6,42.0,Low Agreement
GDN0016,Dummy,TiltLevel,7,0.0,High Agreement
GDN0016,Dummy,TiltLevel,8,10.0,Medium Agreement
GDN0016,Dummy,TiltLevel,9,10.0,Medium Agreement
GDN0016,Dummy,TiltLevel,10,4.0,High Agreement
GDN0016,Dummy,TiltLevel,11,6.0,Medium Agreement
GDN0016,Dummy,TiltLevel,12,46.0,Low Agreement
GDN0016,Dummy,TiltLevel,13,16.0,Low Agreement
GDN0016,Dummy,TiltLevel,14,54.0,Low Agreement
GDN0016,Dummy,TiltLevel,15,6.0,Medium Agreement
GDN0016,Dummy,TiltLevel,16,6.0,Medium Agreement
GDN0016,Dummy,TiltLevel,17,2.0,High Agreement
GDN0016,Dummy,TiltLevel,18,6.0,Medium Agreement
GDN0016,Dummy,TiltLevel,19,0.0,High Agreement
GDN0016,Dummy,TiltLevel,20,48.0,Low Agreement
GDN0016,Dummy,TiltLevel,22,2.0,High Agreement
GDN0016,Dummy,TiltLevel,23,2.0,High Agreement
GDN0016,Dummy,TiltLevel,24,8.0,Medium Agreement
GDN0016,Dummy,TiltLevel,25,4.0,High Agreement
GDN0016,Dummy,TiltLevel,26,2.0,High Agreement
GDN0016,Dummy,TiltLevel,28,8.0,Medium Agreement
GDN0016,Dummy,TiltLevel,29,46.0,Low Agreement
GDN0016,Dummy,TiltLevel,30,2.0,High Agreement
GDN0016,Dummy,TiltLevel,31,8.0,Medium Agreement
GDN0016,Dummy,TiltLevel,32,38.0,Low Agreement
GDN0016,Dummy,TiltLevel,33,2.0,High Agreement
GDN0016,Dummy,TiltLevel,34,8.0,Medium Agreement
GDN0016,Dummy,TiltLevel,35,54.0,Low Agreement
GDN0016,Dummy,TiltLevel,36,2.0,High Agreement
GDN0016,Dummy,TiltLevel,37,0.0,High Agreement
GDN0016,Dummy,TiltLevel,38,0.0,High Agreement
GDN0016,Dummy,TiltLevel,39,2.0,High Agreement
GDN0016,Dummy,TiltLevel,40,2.0,High Agreement
GDN0016,Dummy,TiltLevel,41,2.0,High Agreement
GDN0016,Dummy,TiltLevel,42,2.0,High Agreement
GDN0016,Dummy,TiltLevel,43,14.0,Low Agreement
GDN0016,Dummy,TiltLevel,44,0.0,High Agreement
GDN0016,Dummy,TiltLevel,45,0.0,High Agreement
GDN0016,Dummy,TiltLevel,46,0.0,High Agreement
GDN0016,Dummy,TiltLevel,47,2.0,High Agreement
GDN0016,Dummy,TiltLevel,48,34.0,Low Agreement
GDN0016,Dummy,TiltLevel,49,8.0,Medium Agreement
GDN0016,Dummy,TiltUp,0,2.0,High Agreement
GDN0016,Dummy,TiltUp,1,2.0,High Agreement
GDN0016,Dummy,TiltUp,2,0.0,High Agreement
GDN0016,Dummy,TiltUp,3,8.0,Medium Agreement
GDN0016,Dummy,TiltUp,4,0.0,High Agreement
GDN0016,Dummy,TiltUp,5,0.0,High Agreement
GDN0016,Dummy,TiltUp,6,4.0,High Agreement
GDN0016,Dummy,TiltUp,7,0.0,High Agreement
GDN0016,Dummy,TiltUp,8,0.0,High Agreement
GDN0016,Dummy,TiltUp,9,2.0,High Agreement
GDN0016,Dummy,TiltUp,10,2.0,High Agreement
GDN0016,Dummy,TiltUp,11,2.0,High Agreement
GDN0016,Dummy,TiltUp,12,8.0,Medium Agreement
GDN0016,Dummy,TiltUp,13,4.0,High Agreement
GDN0016,Dummy,TiltUp,14,6.0,Medium Agreement
GDN0016,Dummy,TiltUp,15,0.0,High Agreement
GDN0016,Dummy,TiltUp,16,2.0,High Agreement
GDN0016,Dummy,TiltUp,17,32.0,Low Agreement
GDN0016,Dummy,TiltUp,18,2.0,High Agreement
GDN0016,Dummy,TiltUp,19,0.0,High Agreement
GDN0016,Dummy,TiltUp,20,0.0,High Agreement
GDN0016,Dummy,TiltUp,21,2.0,High Agreement
GDN0016,Dummy,TiltUp,22,2.0,High Agreement
GDN0016,Dummy,TiltUp,23,0.0,High Agreement
GDN0016,Dummy,TiltUp,24,6.0,Medium Agreement
GDN0016,Dummy,TiltUp,25,2.0,High Agreement
GDN0016,Dummy,TiltUp,26,0.0,High Agreement
GDN0016,Dummy,TiltUp,27,6.0,Medium Agreement
GDN0016,Dummy,TiltUp,28,6.0,Medium Agreement
GDN0016,Dummy,TiltUp,29,0.0,High Agreement
GDN0016,Dummy,TiltUp,30,2.0,High Agreement
GDN0016,Dummy,TiltUp,31,0.0,High Agreement
GDN0016,Dummy,TiltUp,32,4.0,High Agreement
GDN0016,Dummy,TiltUp,33,2.0,High Agreement
GDN0016,Dummy,TiltUp,34,2.0,High Agreement
GDN0016,Dummy,TiltUp,35,4.0,High Agreement
GDN0016,Dummy,TiltUp,36,0.0,High Agreement
GDN0016,Dummy,TiltUp,37,2.0,High Agreement
GDN0016,Dummy,TiltUp,38,2.0,High Agreement
GDN0016,Dummy,TiltUp,39,2.0,High Agreement
GDN0016,Dummy,TiltUp,40,0.0,High Agreement
GDN0016,Dummy,TiltUp,41,10.0,Medium Agreement
GDN0016,Dummy,TiltUp,42,0.0,High Agreement
GDN0016,Dummy,TiltUp,43,2.0,High Agreement
GDN0016,Dummy,TiltUp,44,2.0,High Agreement
GDN0016,Dummy,TiltUp,45,0.0,High Agreement
GDN0016,Dummy,TiltUp,46,0.0,High Agreement
GDN0016,Dummy,TiltUp,47,0.0,High Agreement
GDN0016,Dummy,TiltUp,48,0.0,High Agreement
GDN0016,Dummy,TiltUp,49,0.0,High Agreement
GDN0016,Dummy,TiltUp,50,2.0,High Agreement
GDN0016,Dummy,TiltUp,51,2.0,High Agreement
GDN0016,Dummy,TiltUp,52,2.0,High Agreement
GDN0016,Dummy,TiltUp,53,2.0,High Agreement
GDN0016,Dummy,TiltUp,54,2.0,High Agreement
GDN0016,Dummy,TiltUp,55,2.0,High Agreement
GDN0016,Dummy,TiltUp,56,2.0,High Agreement
GDN0016,Dummy,TiltUp,57,0.0,High Agreement
GDN0016,Dummy,TiltUp,58,0.0,High Agreement
GDN0016,Dummy,TiltUp,59,0.0,High Agreement
GDN0016,Dummy,TiltUp,60,2.0,High Agreement
GDN0016,Dummy,TiltUp,61,6.0,Medium Agreement
GDN0016,Dummy,TiltUp,62,0.0,High Agreement
GDN0016,Dummy,TiltUp,63,2.0,High Agreement
GDN0016,Dummy,TiltUp,64,2.0,High Agreement
GDN0016,Dummy,TiltUp,65,38.0,Low Agreement
GDN0016,Dummy,TiltUp,66,0.0,High Agreement
GDN0016,Dummy,TiltUp,67,22.0,Low Agreement
GDN0016,Dummy,TiltUp,68,2.0,High Agreement
GDN0016,Dummy,TiltUp,69,4.0,High Agreement
GDN0016,Dummy,TiltUp,70,0.0,High Agreement
GDN0016,Dummy,TiltUp,71,2.0,High Agreement
GDN0016,Dummy,TiltUp,72,2.0,High Agreement
GDN0016,Dummy,TiltUp,73,6.0,Medium Agreement
GDN0016,Dummy,Valsalva,0,74.0,Low Agreement
GDN0016,Dummy,Valsalva,1,0.0,High Agreement
GDN0016,Dummy,Valsalva,2,2.0,High Agreement
GDN0016,Dummy,Valsalva,3,4.0,High Agreement
GDN0016,Dummy,Valsalva,4,28.0,Low Agreement
GDN0016,Dummy,Valsalva,5,6.0,Medium Agreement
GDN0016,Dummy,Valsalva,6,64.0,Low Agreement
GDN0016,Dummy,Valsalva,7,6.0,Medium Agreement
GDN0016,Dummy,Valsalva,8,4.0,High Agreement
GDN0016,Dummy,Valsalva,9,8.0,Medium Agreement
GDN0016,Dummy,Valsalva,10,2.0,High Agreement
GDN0016,Dummy,Valsalva,11,42.0,Low Agreement
GDN0016,Dummy,Valsalva,12,42.0,Low Agreement
GDN0016,Dummy,Valsalva,13,32.0,Low Agreement
GDN0016,Dummy,Valsalva,14,12.0,Low Agreement
GDN0016,Dummy,Valsalva,15,4.0,High Agreement
GDN0016,Dummy,Valsalva,16,10.0,Medium Agreement
GDN0016,Dummy,Valsalva,17,2.0,High Agreement
GDN0016,Dummy,Valsalva,18,6.0,Medium Agreement
GDN0016,Dummy,Valsalva,19,2.0,High Agreement
GDN0016,Dummy,Valsalva,20,6.0,Medium Agreement
GDN0016,Dummy,Valsalva,21,14.0,Low Agreement
GDN0016,Dummy,Valsalva,22,0.0,High Agreement
GDN0016,Dummy,Valsalva,23,10.0,Medium Agreement
GDN0016,Dummy,Valsalva,24,6.0,Medium Agreement
GDN0016,Dummy,Valsalva,25,4.0,High Agreement
GDN0016,Dummy,Valsalva,26,4.0,High Agreement
GDN0016,Dummy,Valsalva,27,6.0,Medium Agreement
GDN0016,Dummy,Valsalva,28,80.0,Low Agreement
GDN0016,Dummy,Valsalva,29,6.0,Medium Agreement
GDN0016,Dummy,Valsalva,30,2.0,High Agreement
GDN0016,Dummy,Valsalva,31,70.0,Low Agreement
GDN0016,Dummy,Valsalva,32,6.0,Medium Agreement
GDN0016,Dummy,Valsalva,33,2.0,High Agreement
GDN0016,Dummy,Valsalva,34,8.0,Medium Agreement
GDN0016,Dummy,Valsalva,35,80.0,Low Agreement
GDN0016,Dummy,Valsalva,36,2.0,High Agreement
GDN0016,Dummy,Valsalva,37,2.0,High Agreement
GDN0016,Dummy,Valsalva,38,60.0,Low Agreement
GDN0016,Dummy,Valsalva,39,2.0,High Agreement
GDN0016,Dummy,Valsalva,40,42.0,Low Agreement
GDN0016,Dummy,Valsalva,41,52.0,Low Agreement
GDN0016,Dummy,Valsalva,42,2.0,High Agreement
GDN0016,Dummy,Valsalva,43,40.0,Low Agreement
GDN0016,Dummy,Valsalva,44,6.0,Medium Agreement
GDN0016,Dummy,Valsalva,45,4.0,High Agreement
GDN0016,Dummy,Valsalva,46,6.0,Medium Agreement
GDN0016,Dummy,Valsalva,47,6.0,Medium Agreement
GDN0016,Dummy,Valsalva,48,2.0,High Agreement
GDN0016,Dummy,Valsalva,49,46.0,Low Agreement
GDN0016,Dummy,Valsalva,50,88.0,Low Agreement
GDN0016,Dummy,Valsalva,51,36.0,Low Agreement
GDN0017,Dummy,HoldingBreath,0,24.0,Low Agreement
GDN0017,Dummy,HoldingBreath,1,2.0,High Agreement
GDN0017,Dummy,HoldingBreath,2,2.0,High Agreement
GDN0017,Dummy,HoldingBreath,3,0.0,High Agreement
GDN0017,Dummy,HoldingBreath,4,0.0,High Agreement
GDN0017,Dummy,HoldingBreath,5,0.0,High Agreement
GDN0017,Dummy,HoldingBreath,6,2.0,High Agreement
GDN0017,Dummy,HoldingBreath,7,0.0,High Agreement
GDN0017,Dummy,HoldingBreath,8,2.0,High Agreement
GDN0017,Dummy,HoldingBreath,9,34.0,Low Agreement
GDN0017,Dummy,HoldingBreath,10,2.0,High Agreement
GDN0017,Dummy,HoldingBreath,11,0.0,High Agreement
GDN0017,Dummy,HoldingBreath,12,2.0,High Agreement
GDN0017,Dummy,HoldingBreath,13,48.0,Low Agreement
GDN0017,Dummy,HoldingBreath,14,2.0,High Agreement
GDN0017,Dummy,HoldingBreath,15,0.0,High Agreement
GDN0017,Dummy,HoldingBreath,16,0.0,High Agreement
GDN0017,Dummy,HoldingBreath,17,4.0,High Agreement
GDN0017,Dummy,HoldingBreath,18,2.0,High Agreement
GDN0017,Dummy,HoldingBreath,19,0.0,High Agreement
